model	args_model	args_model_md5	args_model_url
Tfbs/Ctcf/Hepg2/Uw_Std	model_files/wgEncodeUwTfbsHepg2CtcfStdAlnRep0_train_gS_11_3_1.model.txt	e608d95782c256cd2486c69275b1a225	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHepg2CtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hl60/Uw_Std	model_files/wgEncodeUwTfbsHl60CtcfStdAlnRep1_train_gS_11_3_1.model.txt	b172bfbc7300cdb05c8244ccc1f5a74d	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHl60CtcfStdAlnRep1_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hmec/Uw_Std	model_files/wgEncodeUwTfbsHmecCtcfStdAlnRep1_train_gS_11_3_1.model.txt	9d24a5243ae08e5d83508295ea5e3364	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHmecCtcfStdAlnRep1_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hmf/Uw_Std	model_files/wgEncodeUwTfbsHmfCtcfStdAlnRep0_train_gS_11_3_1.model.txt	4e95293cc6bb7d8452ef88315287862d	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHmfCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hpaf/Uw_Std	model_files/wgEncodeUwTfbsHpafCtcfStdAlnRep0_train_gS_11_3_1.model.txt	9026c2162b93073d733d2fce3a6492dd	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHpafCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hpf/Uw_Std	model_files/wgEncodeUwTfbsHpfCtcfStdAlnRep0_train_gS_11_3_1.model.txt	010884eb68022a695d639cb86029ecd0	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHpfCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hre/Uw_Std	model_files/wgEncodeUwTfbsHreCtcfStdAlnRep0_train_gS_11_3_1.model.txt	527b50ce5a6a15c94dbf079b459c11a8	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHreCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Hrpe/Uw_Std	model_files/wgEncodeUwTfbsHrpeCtcfStdAlnRep1_train_gS_11_3_1.model.txt	eb3637041066ee904bbe37d2e9722cf7	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHrpeCtcfStdAlnRep1_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Huvec/Uw_Std	model_files/wgEncodeUwTfbsHuvecCtcfStdAlnRep0_train_gS_11_3_1.model.txt	42a006a1a50cfe58abb97b3cf226f02d	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsHuvecCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/K562/Uw_Std	model_files/wgEncodeUwTfbsK562CtcfStdAlnRep0_train_gS_11_3_1.model.txt	0294300feeea2415be5efe22bab0731f	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsK562CtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Nhek/Uw_Std	model_files/wgEncodeUwTfbsNhekCtcfStdAlnRep0_train_gS_11_3_1.model.txt	5460d70d75cb00e9e79229b70a53fc5f	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsNhekCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Saec/Uw_Std	model_files/wgEncodeUwTfbsSaecCtcfStdAlnRep0_train_gS_11_3_1.model.txt	e012eee79c3436c35f5e53a865650264	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsSaecCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Sknshra/Haib_V0416102	model_files/wgEncodeHaibTfbsSknshraCtcfV0416102AlnRep0_train_gS_11_3_1.model.txt	bc8b966b1fa8c89c4506b513b0761bfe	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsSknshraCtcfV0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Sknshra/Uw_Std	model_files/wgEncodeUwTfbsSknshraCtcfStdAlnRep0_train_gS_11_3_1.model.txt	fb8519184bb75967875c460906d22e0a	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsSknshraCtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcf/Werirb1/Uw_Std	model_files/wgEncodeUwTfbsWerirb1CtcfStdAlnRep0_train_gS_11_3_1.model.txt	08b568766404af8cc2d40241858e9d1d	https://zenodo.org/record/1466097/files/wgEncodeUwTfbsWerirb1CtcfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcfc20/Gm12878/Sydh_Std	model_files/wgEncodeSydhTfbsGm12878Ctcfc20StdAlnRep0_train_gS_11_3_1.model.txt	172dbb1db98f0b15dd350da96768a11c	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878Ctcfc20StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcflsc98982/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Ctcflsc98982V0416101AlnRep0_train_gS_11_3_1.model.txt	8e6ad5fc40bbf88f46e3b5b8b1b11cf8	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Ctcflsc98982V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcfsc5916/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescCtcfsc5916V0416102AlnRep0_train_gS_11_3_1.model.txt	454c08ff3bbe80470e6fe9b605a0941a	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescCtcfsc5916V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ctcfsc5916/T47d/Haib_V0416102_Dmso2	model_files/wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt	d83f7093ea3657358f1757431586a930	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsT47dCtcfsc5916V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/E2f6/K562b/Sydh_Ucd	model_files/wgEncodeSydhTfbsK562bE2f6UcdAlnRep0_train_gS_11_3_1.model.txt	d338f9888bb4a82a963899f1a4245c69	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562bE2f6UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/E2f6h50/K562/Haib_V0416102	model_files/wgEncodeHaibTfbsK562E2f6h50V0416102AlnRep0_train_gS_11_3_1.model.txt	c8367d7bf45fc7fb555004ef8079d2b5	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562E2f6h50V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ebf/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878EbfPcr1xAlnRep0_train_gS_11_3_1.model.txt	0da93bc2d83f199063312095556c1a8d	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878EbfPcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ebf/Gm12878/Sydh_Std	model_files/wgEncodeSydhTfbsGm12878EbfStdAlnRep0_train_gS_11_3_1.model.txt	fc218185e3a5f38496c8c381385708f7	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsGm12878EbfStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ebf1c8/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Ebf1c8Pcr1xAlnRep0_train_gS_11_3_1.model.txt	2ad844ec2d23b1237bde9052ea82a9e5	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Ebf1c8Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Efos/K562/Uchicago_Control	model_files/wgEncodeUchicagoTfbsK562EfosControlAlnRep0_train_gS_11_3_1.model.txt	0b765e7ca6a48ba2c40b1ce5b5219451	https://zenodo.org/record/1466097/files/wgEncodeUchicagoTfbsK562EfosControlAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Egata2/K562/Uchicago_Control	model_files/wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_train_gS_11_3_1.model.txt	82fa6cbc6a3306ce1e25fdd0e4f904f4	https://zenodo.org/record/1466097/files/wgEncodeUchicagoTfbsK562Egata2ControlAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Egr1/Gm12878/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep0_train_gS_11_3_1.model.txt	552a516569b0cf83fe3e348816a84070	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Egr1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Egr1/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Egr1V0416101AlnRep0_train_gS_11_3_1.model.txt	84185baf375bdfabef359071895b231c	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Egr1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ejunb/K562/Uchicago_Control	model_files/wgEncodeUchicagoTfbsK562EjunbControlAlnRep0_train_gS_11_3_1.model.txt	f24f3212c1ba7d04a4407f991ec84203	https://zenodo.org/record/1466097/files/wgEncodeUchicagoTfbsK562EjunbControlAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ejund/K562/Uchicago_Control	model_files/wgEncodeUchicagoTfbsK562EjundControlAlnRep0_train_gS_11_3_1.model.txt	8a0b367757fa8777e0acd38b73805541	https://zenodo.org/record/1466097/files/wgEncodeUchicagoTfbsK562EjundControlAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Elf1sc631/Gm12878/Haib_V0416101	model_files/wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep0_train_gS_11_3_1.model.txt	05fcbc8df903d0f3affe2f882b317b98	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Elf1sc631V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Elf1sc631/Hepg2/Haib_V0416101	model_files/wgEncodeHaibTfbsHepg2Elf1sc631V0416101AlnRep0_train_gS_11_3_1.model.txt	a4ea11a50bd9321c3bc08892c145490e	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Elf1sc631V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Elf1sc631/K562/Haib_V0416102	model_files/wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0_train_gS_11_3_1.model.txt	9b12e1b1e3c5c95b9ee606e846b598b0	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Elf1sc631V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Eralphaa/Ecc1/Haib_V0416102_Estradia1h	model_files/wgEncodeHaibTfbsEcc1EralphaaV0416102Estradia1hAlnRep0_train_gS_11_3_1.model.txt	7b62670fccc18f702861327a429836e3	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsEcc1EralphaaV0416102Estradia1hAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Eralphaa/Ecc1/Haib_V0416102_Gen1h	model_files/wgEncodeHaibTfbsEcc1EralphaaV0416102Gen1hAlnRep0_train_gS_11_3_1.model.txt	566d090ac4e5fe7b3fbb087020bf30c3	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsEcc1EralphaaV0416102Gen1hAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Eralphaa/T47d/Haib_Pcr2x_Gen1h	model_files/wgEncodeHaibTfbsT47dEralphaaPcr2xGen1hAlnRep0_train_gS_11_3_1.model.txt	48ae340c3d3767215463e3b2273e67ca	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsT47dEralphaaPcr2xGen1hAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Eralphaa/T47d/Haib_V0416102_Estradia1h	model_files/wgEncodeHaibTfbsT47dEralphaaV0416102Estradia1hAlnRep0_train_gS_11_3_1.model.txt	29fcac6c713365aaee2bcf3ab61815c6	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsT47dEralphaaV0416102Estradia1hAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Ets1/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Ets1V0416101AlnRep0_train_gS_11_3_1.model.txt	9525ed81be840db101014636d2657c1d	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Ets1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Fosl1sc183/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562Fosl1sc183V0416101AlnRep0_train_gS_11_3_1.model.txt	4c70fe4acbf06009bfe48be2958faa63	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Fosl1sc183V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Fosl2/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Fosl2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	39d09533a5254969783eaf283ff9b87b	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Fosl2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Foxa1c20/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt	d3288fd5143fa5a162aa1e6d85312f69	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Foxa1c20Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Foxa1c20/T47d/Haib_V0416102_Dmso2	model_files/wgEncodeHaibTfbsT47dFoxa1c20V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt	3e2f81264e45ed2e4b69550442253e37	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsT47dFoxa1c20V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Foxa1sc101058/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Foxa1sc101058Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f758af20d19f3dbc12622d9aacb81134	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Foxa1sc101058Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Foxa2sc6554/Hepg2/Haib_V0416101	model_files/wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_train_gS_11_3_1.model.txt	dfb2138d311e6698e2dc6b4af7288c6d	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Foxa2sc6554V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gabp/Hepg2/Haib_Pcr2x	model_files/wgEncodeHaibTfbsHepg2GabpPcr2xAlnRep0_train_gS_11_3_1.model.txt	09c1a62c13cc9518893a064a80443ebf	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2GabpPcr2xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gabp/K562/Haib_V0416101	model_files/wgEncodeHaibTfbsK562GabpV0416101AlnRep0_train_gS_11_3_1.model.txt	f3a133af9dfad192f03c163fe1f1252f	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562GabpV0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gata1/Pbde/Sydh_Ucd	model_files/wgEncodeSydhTfbsPbdeGata1UcdAlnRep0_train_gS_11_3_1.model.txt	3a7e759fa62382e3952187001f665e87	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsPbdeGata1UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gata2/Huvec/Sydh_Ucd	model_files/wgEncodeSydhTfbsHuvecGata2UcdAlnRep0_train_gS_11_3_1.model.txt	3cc21c02dd8d025e4d2c1ae870188da0	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHuvecGata2UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gata2/K562b/Sydh_Ucd	model_files/wgEncodeSydhTfbsK562bGata2UcdAlnRep0_train_gS_11_3_1.model.txt	c730ec5af780e85331a1c956a26249d6	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562bGata2UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gata2/Shsy5y/Sydh_Ucd	model_files/wgEncodeSydhTfbsShsy5yGata2UcdAlnRep0_train_gS_11_3_1.model.txt	737a28708327456a83655f393f59890d	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsShsy5yGata2UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gata2cg2/K562/Haib_Pcr1x	model_files/wgEncodeHaibTfbsK562Gata2cg2Pcr1xAlnRep0_train_gS_11_3_1.model.txt	ec4d48dbe76505f3057012e1d715acf1	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Gata2cg2Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gata3sc268/T47d/Haib_V0416102_Dmso2	model_files/wgEncodeHaibTfbsT47dGata3sc268V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt	095a7b41ead878180da3d2363905dac8	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsT47dGata3sc268V0416102Dmso2AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gr/A549/Haib_Pcr1x_Dexb	model_files/wgEncodeHaibTfbsA549GrPcr1xDexbAlnRep0_train_gS_11_3_1.model.txt	d5a0586a9e24e87945f99de246738a6a	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549GrPcr1xDexbAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gr/A549/Haib_Pcr1x_Dexc	model_files/wgEncodeHaibTfbsA549GrPcr1xDexcAlnRep0_train_gS_11_3_1.model.txt	6a61e3b1db3158bb4e38287c55e681c8	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549GrPcr1xDexcAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gr/A549/Haib_Pcr2x_Dexa	model_files/wgEncodeHaibTfbsA549GrPcr2xDexaAlnRep0_train_gS_11_3_1.model.txt	064eab46fd5cad45b37d4edfe9295cad	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsA549GrPcr2xDexaAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gr/Ecc1/Haib_V0416102_Dexa	model_files/wgEncodeHaibTfbsEcc1GrV0416102DexaAlnRep0_train_gS_11_3_1.model.txt	f4c0e553afd040d7768bb0e9fa9be161	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsEcc1GrV0416102DexaAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Gtf2f1rap/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3Gtf2f1rapIggrabAlnRep0_train_gS_11_3_1.model.txt	d4b09674bf8c513d3ae0c1d4824d3164	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Gtf2f1rapIggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hae2f1/Helas3/Sydh_Std	model_files/wgEncodeSydhTfbsHelas3Hae2f1StdAlnRep0_train_gS_11_3_1.model.txt	80143e2cdb0182eae1011a4c5e8bfae7	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3Hae2f1StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hae2f1/Mcf7/Sydh_Ucd	model_files/wgEncodeSydhTfbsMcf7Hae2f1UcdAlnRep0_train_gS_11_3_1.model.txt	58bd82febcce994ee18c16ba8a1a2b3f	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsMcf7Hae2f1UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hdac2sc6296/Hepg2/Haib_V0416101	model_files/wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0_train_gS_11_3_1.model.txt	27f1e2d960ba777f92cf916e0ad058f4	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Hdac2sc6296V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hdac2sc6296/K562/Haib_V0416102	model_files/wgEncodeHaibTfbsK562Hdac2sc6296V0416102AlnRep0_train_gS_11_3_1.model.txt	de4b496e060ff68425a58836e6d5e07d	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Hdac2sc6296V0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hey1/Hepg2/Haib_V0416101	model_files/wgEncodeHaibTfbsHepg2Hey1V0416101AlnRep0_train_gS_11_3_1.model.txt	58d9c59cd49ef0a1597aca8747abb18e	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Hey1V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hey1/K562/Haib_Pcr1x	model_files/wgEncodeHaibTfbsK562Hey1Pcr1xAlnRep0_train_gS_11_3_1.model.txt	69fe4b0996af04c28d6d97800c3515e1	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsK562Hey1Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hmgn3/K562/Sydh_Std	model_files/wgEncodeSydhTfbsK562Hmgn3StdAlnRep0_train_gS_11_3_1.model.txt	e62a502b2bf261f81062eeffb97a0971	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Hmgn3StdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hnf4a/Hepg2/Sydh_Forskln_Std	model_files/wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep0_train_gS_11_3_1.model.txt	08ff47c23fed49997ce7b39835d2cb53	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Hnf4aForsklnStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hnf4ah171/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2Hnf4ah171Pcr1xAlnRep0_train_gS_11_3_1.model.txt	6d1ef2834f77ce8b03552ba5b6be9373	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Hnf4ah171Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Hnf4gsc6558/Hepg2/Haib_V0416101	model_files/wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_train_gS_11_3_1.model.txt	b43eae7cb9e7d49643339f153808b5d6	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2Hnf4gsc6558V0416101AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Irf1/K562/Sydh_Ifng6h_Std	model_files/wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_train_gS_11_3_1.model.txt	c557bea3b7997f1a0a987304776adbb7	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Irf1Ifng6hStdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Irf4/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Irf4Pcr1xAlnRep0_train_gS_11_3_1.model.txt	f4feb122338078fc0cada018a4a3e051	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Irf4Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Irf4m17/Gm12878/Haib_Pcr1x	model_files/wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep0_train_gS_11_3_1.model.txt	08d5760d9271f766ce1d4d3fcea6f55c	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsGm12878Irf4m17Pcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Jund/H1hesc/Haib_V0416102	model_files/wgEncodeHaibTfbsH1hescJundV0416102AlnRep0_train_gS_11_3_1.model.txt	3feda6b9ad00d83d4b436c483e469a10	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsH1hescJundV0416102AlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Jund/Helas3/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_train_gS_11_3_1.model.txt	3b379da5378d1cc3ea1d003740a5cb2d	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHelas3JundIggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Jund/Hepg2/Haib_Pcr1x	model_files/wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0_train_gS_11_3_1.model.txt	1a2c60a0344fe701c8c3d533db72de37	https://zenodo.org/record/1466097/files/wgEncodeHaibTfbsHepg2JundPcr1xAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Jund/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2JundIggrabAlnRep0_train_gS_11_3_1.model.txt	8cd4b9629c5ee43e5037b36bffb0f1eb	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2JundIggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Kap1/Hek293b/Sydh_Ucd	model_files/wgEncodeSydhTfbsHek293bKap1UcdAlnRep0_train_gS_11_3_1.model.txt	b6d15508d558da7de58b2bf0599ac146	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHek293bKap1UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Kap1/U2os/Sydh_Ucd	model_files/wgEncodeSydhTfbsU2osKap1UcdAlnRep0_train_gS_11_3_1.model.txt	288bf003b3fc5df8e7340fce43ba3204	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsU2osKap1UcdAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Maffm8194/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep0_train_gS_11_3_1.model.txt	b1b0070f3ea4f7edd489a76b0f5da1da	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Maffm8194IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Mafkab50322/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_train_gS_11_3_1.model.txt	15a3897874702989992623213c37417d	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Mafkab50322IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Mafkab50322/K562/Sydh_Iggrab	model_files/wgEncodeSydhTfbsK562Mafkab50322IggrabAlnRep0_train_gS_11_3_1.model.txt	166069750655af2db6ecf9deaf299b28	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsK562Mafkab50322IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Mafksc477/Hepg2/Sydh_Iggrab	model_files/wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep0_train_gS_11_3_1.model.txt	2b668b292aa924e79443bb5503a5c0c2	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsHepg2Mafksc477IggrabAlnRep0_train_gS_11_3_1.model.txt?download=1
Tfbs/Max/H1hesc/Sydh_Ucd	model_files/wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_train_gS_11_3_1.model.txt	0ca28e1fdffbb3f317c8780e783aa421	https://zenodo.org/record/1466097/files/wgEncodeSydhTfbsH1hescMaxUcdAlnRep0_train_gS_11_3_1.model.txt?download=1
